FEE_DATA_SOURCE,TRAN_DT,TRAN_AM,LCTN_ID,CITY_NM,REP NAME,GRANDPARENT_CORP_DBA_NM,PARENT_,CHILD_LCTN_DBA_NM,latitude,longitude,preprocessed_address,preprocessed_partial_address
Settlement,2025-03-28,387.2,717200143880,RIVERTON,"Traynor, T",BAREFOOT TOWING,BAREFOOT TOWING,BAREFOOT TOWING,39.888560702981,-89.492702572261,5943 PRAIRIE SCHOOL ROAD RIVERTON IL 62561,62561 RIVERTON IL
Settlement,2025-04-07,1239.03,717200067881,GREENVILLE,"Traynor, T",VETERAN EXEC. TRANSPORT,VETERAN EXEC. TRANSPORT,VETERAN EXEC. TRANSPORT,,,8600 US 150 GREENVILLE IN 47124,47124 GREENVILLE IN
Settlement,2025-03-12,150.0,717200136884,GALLATIN,"Duff, T",SAVIOR TOWING,SAVIOR TOWING,SAVIOR TOWING,,,1111 AVITT LANE GALLATIN TN 37206,37206 GALLATIN TN
Settlement,2025-03-25,103.25,717200110889,ALBUQUERQUE,"Bugg, S",LOBOS MOVING,LOBOS MOVING,LOBOS MOVING,,,1115 FIQUEROA NE ALBUQUERQUE NM 87123,87123 ALBUQUERQUE NM
Settlement,2025-03-13,1583.08,717200078888,SPRINGFIELD,"Traynor, T",ALL AMERICAN READY MIX,ALL AMERICAN READY MIX,ALL AMERICAN READY MIX,39.829427073054,-89.679478601429,2 BUECKER LANE SPRINGFIELD IL 62707,62707 SPRINGFIELD IL
Settlement,2025-02-08,1855.67,717200040888,FARMERS BRANCH,"Bugg, S",CRETEX CONCRETE INC,CRETEX CONCRETE INC,CRETEX CONCRETE INC,32.911681311501,-96.887987203503,2665 VILLA CREEK DRIVE FARMERS BRANCH TX 75234,75234 FARMERS BRANCH TX
Settlement,2025-03-31,87.76,717200128881,COLUMBIA,"Duff, T",D D TOWING AND RECOVERY,D D TOWING AND RECOVERY,D D TOWING AND RECOVERY,35.578277235296,-87.046051166449,2643 LEAH DRIVE COLUMBIA TN 38401,38401 COLUMBIA TN
Settlement,2025-04-04,327.75,717160010889,KNOXVILLE,"Ely, E",KNOX RAIL SALVAGE MAGNOL,KNOX RAIL SALVAGE MAGNOL,KNOX RAIL SALVAGE MAGNOL,35.973009274749,-83.919327466625,200 EAST MAGNOLIA AVENUE KNOXVILLE TN 37917,37917 KNOXVILLE TN
Settlement,2025-03-07,4019.59,717200096880,NOBLESVILLE,SkyUnassigned,COLT MOVING,COLT MOVING,COLT MOVING,40.035829186909,-86.079404521825,17080 BITTNER WAY NOBLESVILLE IN 46062,46062 NOBLESVILLE IN
Settlement,2025-03-27,376.87,717200099884,PERRY,"Traynor, T",AESTHETIC NURSE,AESTHETIC NURSE,AESTHETIC NURSE,39.431203722372,-91.674823945624,109 EAST MAIN STREET PERRY MO 63462,63462 PERRY MO
Settlement,2025-03-22,723.37,717200096880,NOBLESVILLE,SkyUnassigned,COLT MOVING,COLT MOVING,COLT MOVING,40.035829186909,-86.079404521825,17080 BITTNER WAY NOBLESVILLE IN 46062,46062 NOBLESVILLE IN
Settlement,2025-03-29,4026.85,717200139888,BOWLING GREEN,"Duff, T",SPEED AUTO SALES,SPEED AUTO SALES,SPEED AUTO SALES,,,106 CREEKWOOD AVENUE BOWLING GREEN KY 42101,42101 BOWLING GREEN KY
Settlement,2025-04-01,4824.74,717200153889,SHAWNEE,"Gibson, D",VAN EATON READY MIX,VAN EATON READY MIX,VAN EATON READY MIX,,,8 TIMBER POND SHAWNEE OK 74804,74804 SHAWNEE OK
Settlement,2025-04-01,134.23,717200067881,GREENVILLE,"Traynor, T",VETERAN EXEC. TRANSPORT,VETERAN EXEC. TRANSPORT,VETERAN EXEC. TRANSPORT,,,8600 US 150 GREENVILLE IN 47124,47124 GREENVILLE IN
Settlement,2025-03-08,2150.34,717200096880,NOBLESVILLE,SkyUnassigned,COLT MOVING,COLT MOVING,COLT MOVING,40.035829186909,-86.079404521825,17080 BITTNER WAY NOBLESVILLE IN 46062,46062 NOBLESVILLE IN
Settlement,2025-03-27,638.9,717200058880,SPRINGFIELD,"Lawhon, H",JONATHAN BUCK,JONATHAN BUCK,JONATHAN BUCK,,,3831 OLD STATE HIGHWAY 11 SPRINGFIELD TN 37172,37172 SPRINGFIELD TN
Settlement,2025-03-30,420.96,717200096880,NOBLESVILLE,SkyUnassigned,COLT MOVING,COLT MOVING,COLT MOVING,40.035829186909,-86.079404521825,17080 BITTNER WAY NOBLESVILLE IN 46062,46062 NOBLESVILLE IN
Settlement,2025-03-07,280.0,717200126885,SAN ANTONIO,"Traynor, T",GETTING IT DONE,GETTING IT DONE,GETTING IT DONE,29.47764599525,-98.500984059675,623 CLOWER SAN ANTONIO TX 78212,78212 SAN ANTONIO TX
Settlement,2025-03-19,2.07,717200165883,BOWLING GREEN,"Duff, T",1ST CLASS UPHOLSTERY,1ST CLASS UPHOLSTERY,1ST CLASS UPHOLSTERY,37.009107257152,-86.404721200994,2575 LOUISVILLE ROAD BOWLING GREEN KY 42101,42101 BOWLING GREEN KY
Settlement,2025-03-21,2.06,717200172889,MESA,"Garcia, B",CONCRETE RECYCLERS LLC,CONCRETE RECYCLERS LLC,CONCRETE RECYCLERS LLC,,,4020 EAST OASIS STREET MESA AZ 85215,85215 MESA AZ
Settlement,2025-04-07,200.0,717200136884,GALLATIN,"Duff, T",SAVIOR TOWING,SAVIOR TOWING,SAVIOR TOWING,,,1111 AVITT LANE GALLATIN TN 37206,37206 GALLATIN TN
Settlement,2025-03-07,619.51,717200099884,PERRY,"Traynor, T",AESTHETIC NURSE,AESTHETIC NURSE,AESTHETIC NURSE,39.431203722372,-91.674823945624,109 EAST MAIN STREET PERRY MO 63462,63462 PERRY MO
Settlement,2025-03-29,462.67,717200180882,SPRINGDALE,"Bugg, S",MOCKINGBIRD MOVING,MOCKINGBIRD MOVING,MOCKINGBIRD MOVING,,,1188 SANDALWOOD PLACE SPRINGDALE AR 72762,72762 SPRINGDALE AR
Settlement,2025-04-02,13972.98,717160011887,KNOXVILLE,"Ely, E",KNOX RAIL SALVAGE MAGNOL,KNOX RAIL SALVAGE MAGNOL,KNOX RAIL SALVAGE GREENW,36.031725607565,-83.900113876219,4214 GREENWAY DRIVE KNOXVILLE TN 37918,37918 KNOXVILLE TN
Settlement,2025-03-19,150.0,717200137882,NASHVILLE,"Duff, T",HOSLER TOW,HOSLER TOW,HOSLER TOW,36.042605646763,-86.581622353384,4317 MYSTIC VALLEY COURT NASHVILLE TN 37013,37013 NASHVILLE TN
Settlement,2025-03-25,20.8,717200102886,FLEMINGSBURG,"Bugg, S",A & H WHOLESALE FLEMINGB,A & H WHOLESALE FLEMINGB,A & H WHOLESALE FLEMINGB,38.416682053105,-83.72566436939,395 WEST WATER STREET FLEMINGSBURG KY 41041,41041 FLEMINGSBURG KY
Settlement,2025-03-07,783.43,717200110889,ALBUQUERQUE,"Bugg, S",LOBOS MOVING,LOBOS MOVING,LOBOS MOVING,,,1115 FIQUEROA NE ALBUQUERQUE NM 87123,87123 ALBUQUERQUE NM
Settlement,2025-03-31,129.07,717200151883,NASHVILLE,"Duff, T",SOUTH NASHVILLE HEATING,SOUTH NASHVILLE HEATING,SOUTH NASHVILLE HEATING,,,501 VERITAS STREET NASHVILLE TN 37211,37211 NASHVILLE TN
Settlement,2025-03-12,7557.42,717200096880,NOBLESVILLE,SkyUnassigned,COLT MOVING,COLT MOVING,COLT MOVING,40.035829186909,-86.079404521825,17080 BITTNER WAY NOBLESVILLE IN 46062,46062 NOBLESVILLE IN
Settlement,2025-03-18,103.25,717200151883,NASHVILLE,"Duff, T",SOUTH NASHVILLE HEATING,SOUTH NASHVILLE HEATING,SOUTH NASHVILLE HEATING,,,501 VERITAS STREET NASHVILLE TN 37211,37211 NASHVILLE TN
Settlement,2025-03-31,225.0,717200131885,LAFAYETTE,"Duff, T",SHOCKLEYS TOWING,SHOCKLEYS TOWING,SHOCKLEYS TOWING,,,2744 HIGHWAY 52 WEST LAFAYETTE TN 37083,37083 LAFAYETTE TN
Settlement,2025-03-07,303.7,717200078888,SPRINGFIELD,"Traynor, T",ALL AMERICAN READY MIX,ALL AMERICAN READY MIX,ALL AMERICAN READY MIX,39.829427073054,-89.679478601429,2 BUECKER LANE SPRINGFIELD IL 62707,62707 SPRINGFIELD IL
Settlement,2025-03-26,1504.49,717200153889,SHAWNEE,"Gibson, D",VAN EATON READY MIX,VAN EATON READY MIX,VAN EATON READY MIX,,,8 TIMBER POND SHAWNEE OK 74804,74804 SHAWNEE OK
Settlement,2025-03-01,487.24,717200096880,NOBLESVILLE,SkyUnassigned,COLT MOVING,COLT MOVING,COLT MOVING,40.035829186909,-86.079404521825,17080 BITTNER WAY NOBLESVILLE IN 46062,46062 NOBLESVILLE IN
Settlement,2025-03-05,92.93,717200084886,BEAVER DAM,"Duff, T",BRADLEYS BODY SHOP INC,BRADLEYS BODY SHOP INC,BRADLEYS BODY SHOP INC,37.406645608465,-86.873633651562,324 EAST 5TH STREET BEAVER DAM KY 42320,42320 BEAVER DAM KY
Settlement,2025-03-06,73.12,717200082880,SOMERSET,SkyUnassigned,SOMERSET AUTO SALES LLC,SOMERSET AUTO SALES LLC,SOMERSET AUTO SALES LLC,,,145 SOUTH HIGHWAY 27 SOMERSET KY 42501,42501 SOMERSET KY
Settlement,2025-01-27,2548.79,717200037884,LAFAYETTE,"Duff, T",SHOCKLEYS AUTO BODY,SHOCKLEYS AUTO BODY,SHOCKLEYS AUTO BODY,,,2744 HIGHWAY 52 WEST LAFAYETTE TN 37083,37083 LAFAYETTE TN
Settlement,2025-03-29,65.67,717200102886,FLEMINGSBURG,"Bugg, S",A & H WHOLESALE FLEMINGB,A & H WHOLESALE FLEMINGB,A & H WHOLESALE FLEMINGB,38.416682053105,-83.72566436939,395 WEST WATER STREET FLEMINGSBURG KY 41041,41041 FLEMINGSBURG KY
Settlement,2025-03-08,64.2,717200115888,TERRE HAUTE,"Ramirez, A",HOOSIERS SPORTS CARDS 1,HOOSIERS SPORTS CARDS 1,HOOSIERS SPORTS CARDS 1,39.462988856713,-87.376017841177,2800 POPLAR STREET TERRE HAUTE IN 47803,47803 TERRE HAUTE IN
Settlement,2025-03-27,355.7,717200102886,FLEMINGSBURG,"Bugg, S",A & H WHOLESALE FLEMINGB,A & H WHOLESALE FLEMINGB,A & H WHOLESALE FLEMINGB,38.416682053105,-83.72566436939,395 WEST WATER STREET FLEMINGSBURG KY 41041,41041 FLEMINGSBURG KY
Settlement,2025-04-05,103.25,717200120888,DEMOSSVILLE,"Black, S",ILES TRANSPORTATION,ILES TRANSPORTATION,ILES TRANSPORTATION,38.763340498369,-84.505780790872,115 GRANT LANE DEMOSSVILLE KY 41033,41033 DEMOSSVILLE KY
Settlement,2025-03-14,1809.28,717200096880,NOBLESVILLE,SkyUnassigned,COLT MOVING,COLT MOVING,COLT MOVING,40.035829186909,-86.079404521825,17080 BITTNER WAY NOBLESVILLE IN 46062,46062 NOBLESVILLE IN
Settlement,2025-03-10,268.46,717200067881,GREENVILLE,"Traynor, T",VETERAN EXEC. TRANSPORT,VETERAN EXEC. TRANSPORT,VETERAN EXEC. TRANSPORT,,,8600 US 150 GREENVILLE IN 47124,47124 GREENVILLE IN
Settlement,2025-04-08,652.31,717200074887,BOWLING GREEN,"Duff, T",BOWEN TIRE,BOWEN TIRE,BOWEN TIRE,36.98110353758,-86.402881134031,704 BRIARWOOD COURT BOWLING GREEN KY 42104,42104 BOWLING GREEN KY
Settlement,2025-03-03,534.85,717200099884,PERRY,"Traynor, T",AESTHETIC NURSE,AESTHETIC NURSE,AESTHETIC NURSE,39.431203722372,-91.674823945624,109 EAST MAIN STREET PERRY MO 63462,63462 PERRY MO
Settlement,2025-02-14,1769.79,717200096880,NOBLESVILLE,SkyUnassigned,COLT MOVING,COLT MOVING,COLT MOVING,40.035829186909,-86.079404521825,17080 BITTNER WAY NOBLESVILLE IN 46062,46062 NOBLESVILLE IN
Settlement,2025-04-03,348.37,717200144888,NASHVILLE,SkyUnassigned,STEPHENS MILLWORK,STEPHENS MILLWORK,STEPHENS MILLWORK,,,104 SUNSET DRIVE NASHVILLE TN 37207,37207 NASHVILLE TN
Settlement,2025-03-24,503.46,717200081882,RUSSELLVILLE,"Duff, T",SHOEMAKE TRUCK REPAIR,SHOEMAKE TRUCK REPAIR,SHOEMAKE TRUCK REPAIR,,,302 HANCOCK LAKE ROAD RUSSELLVILLE KY 42276,42276 RUSSELLVILLE KY
Settlement,2025-02-13,78.29,717200043882,SALVISA,"Bugg, S",FAMILY AFFAIR LLC,FAMILY AFFAIR LLC,FAMILY AFFAIR LLC,,,5509 LOUISVILLE ROAD SALVISA KY 40372,40372 SALVISA KY
Settlement,2025-03-25,123.9,717200169885,IRVINE,SkyUnassigned,CLEAN CAREFUL MOVING,CLEAN CAREFUL MOVING,CLEAN CAREFUL MOVING,33.669424865352,-117.846997777266,65 EAST PLATINE IRVINE CA 92612,92612 IRVINE CA
Settlement,2025-02-25,421.0,717200081882,RUSSELLVILLE,"Duff, T",SHOEMAKE TRUCK REPAIR,SHOEMAKE TRUCK REPAIR,SHOEMAKE TRUCK REPAIR,,,302 HANCOCK LAKE ROAD RUSSELLVILLE KY 42276,42276 RUSSELLVILLE KY
Settlement,2025-02-28,139.39,717200099884,PERRY,"Traynor, T",AESTHETIC NURSE,AESTHETIC NURSE,AESTHETIC NURSE,39.431203722372,-91.674823945624,109 EAST MAIN STREET PERRY MO 63462,63462 PERRY MO
Settlement,2025-04-08,1.02,717200177888,CHANDLER,"Garcia, B",ROCK SOLID INC,ROCK SOLID INC,ROCK SOLID INC,33.310415600168,-111.946767812868,445 NORTH AUSTIN DRIVE CHANDLER AZ 85226,85226 CHANDLER AZ
Settlement,2025-02-25,489.69,717200096880,NOBLESVILLE,SkyUnassigned,COLT MOVING,COLT MOVING,COLT MOVING,40.035829186909,-86.079404521825,17080 BITTNER WAY NOBLESVILLE IN 46062,46062 NOBLESVILLE IN
Settlement,2025-02-26,2581.31,717200082880,SOMERSET,SkyUnassigned,SOMERSET AUTO SALES LLC,SOMERSET AUTO SALES LLC,SOMERSET AUTO SALES LLC,,,145 SOUTH HIGHWAY 27 SOMERSET KY 42501,42501 SOMERSET KY
Settlement,2025-03-23,1870.93,717200096880,NOBLESVILLE,SkyUnassigned,COLT MOVING,COLT MOVING,COLT MOVING,40.035829186909,-86.079404521825,17080 BITTNER WAY NOBLESVILLE IN 46062,46062 NOBLESVILLE IN
Settlement,2025-02-24,1960.82,717200043882,SALVISA,"Bugg, S",FAMILY AFFAIR LLC,FAMILY AFFAIR LLC,FAMILY AFFAIR LLC,,,5509 LOUISVILLE ROAD SALVISA KY 40372,40372 SALVISA KY
Settlement,2025-03-25,1835.05,717200040888,FARMERS BRANCH,"Bugg, S",CRETEX CONCRETE INC,CRETEX CONCRETE INC,CRETEX CONCRETE INC,32.911681311501,-96.887987203503,2665 VILLA CREEK DRIVE FARMERS BRANCH TX 75234,75234 FARMERS BRANCH TX
Settlement,2025-03-19,330.41,717200099884,PERRY,"Traynor, T",AESTHETIC NURSE,AESTHETIC NURSE,AESTHETIC NURSE,39.431203722372,-91.674823945624,109 EAST MAIN STREET PERRY MO 63462,63462 PERRY MO
Settlement,2025-04-06,77.44,717200159886,BOWLING GREEN,"Duff, T",PAYNES A1 TOWING,PAYNES A1 TOWING,PAYNES A1 TOWING,37.012684145233,-86.44920774727,550 POWER STREET BOWLING GREEN KY 42101,42101 BOWLING GREEN KY
Settlement,2025-03-11,375.0,717200128881,COLUMBIA,"Duff, T",D D TOWING AND RECOVERY,D D TOWING AND RECOVERY,D D TOWING AND RECOVERY,35.578277235296,-87.046051166449,2643 LEAH DRIVE COLUMBIA TN 38401,38401 COLUMBIA TN
Settlement,2025-03-25,2257.13,717200118882,CINCINNATI,"Black, S",ECONOMY SHINGLE SALES,ECONOMY SHINGLE SALES,ECONOMY SHINGLE SALES,39.145058231726,-84.54149785695,3411 SPRING GROVE AVENUE CINCINNATI OH 45225,45225 CINCINNATI OH
Settlement,2025-03-20,51.63,717200159886,BOWLING GREEN,"Duff, T",PAYNES A1 TOWING,PAYNES A1 TOWING,PAYNES A1 TOWING,37.012684145233,-86.44920774727,550 POWER STREET BOWLING GREEN KY 42101,42101 BOWLING GREEN KY
Settlement,2025-03-13,15.49,717200116886,DANVILLE,"Bugg, S",DANIELLES DRIVE AWAY,DANIELLES DRIVE AWAY,DANIELLES DRIVE AWAY,37.635486980056,-84.792992917078,1318 LEBANON ROAD DANVILLE KY 40422,40422 DANVILLE KY
Settlement,2025-04-04,3040.47,717200096880,NOBLESVILLE,SkyUnassigned,COLT MOVING,COLT MOVING,COLT MOVING,40.035829186909,-86.079404521825,17080 BITTNER WAY NOBLESVILLE IN 46062,46062 NOBLESVILLE IN
Settlement,2025-03-31,374.3,717200101888,GLASGOW,"Duff, T",COX HAYWOOD SALES & SVC,COX HAYWOOD SALES & SVC,COX HAYWOOD SALES & SVC,36.945912377545,-86.003085626309,2356 FINNEY ROAD GLASGOW KY 42141,42141 GLASGOW KY
Settlement,2025-02-15,1155.67,717200068889,FLORENCE,"Bugg, S",BIG BLUE MOVING LLC,BIG BLUE MOVING LLC,BIG BLUE MOVING LLC,,,401 DUDLEY TRACE FLORENCE KY 41042,41042 FLORENCE KY
Settlement,2025-03-19,4049.16,717200118882,CINCINNATI,"Black, S",ECONOMY SHINGLE SALES,ECONOMY SHINGLE SALES,ECONOMY SHINGLE SALES,39.145058231726,-84.54149785695,3411 SPRING GROVE AVENUE CINCINNATI OH 45225,45225 CINCINNATI OH
Settlement,2025-03-18,180.41,717200040888,FARMERS BRANCH,"Bugg, S",CRETEX CONCRETE INC,CRETEX CONCRETE INC,CRETEX CONCRETE INC,32.911681311501,-96.887987203503,2665 VILLA CREEK DRIVE FARMERS BRANCH TX 75234,75234 FARMERS BRANCH TX
Settlement,2025-03-01,955.65,717200110889,ALBUQUERQUE,"Bugg, S",LOBOS MOVING,LOBOS MOVING,LOBOS MOVING,,,1115 FIQUEROA NE ALBUQUERQUE NM 87123,87123 ALBUQUERQUE NM
Settlement,2025-04-02,77.44,717200143880,RIVERTON,"Traynor, T",BAREFOOT TOWING,BAREFOOT TOWING,BAREFOOT TOWING,39.888560702981,-89.492702572261,5943 PRAIRIE SCHOOL ROAD RIVERTON IL 62561,62561 RIVERTON IL
Settlement,2025-04-05,283.94,717200187887,NOLENSVILLE,"Duff, T",DAVS TOWING SERVICE,DAVS TOWING SERVICE,DAVS TOWING SERVICE,35.976782889038,-86.661419119037,2122 KIDD ROAD NOLENSVILLE TN 37135,37135 NOLENSVILLE TN
Settlement,2025-03-09,309.76,717200128881,COLUMBIA,"Duff, T",D D TOWING AND RECOVERY,D D TOWING AND RECOVERY,D D TOWING AND RECOVERY,35.578277235296,-87.046051166449,2643 LEAH DRIVE COLUMBIA TN 38401,38401 COLUMBIA TN
Settlement,2025-02-27,246.38,717200082880,SOMERSET,SkyUnassigned,SOMERSET AUTO SALES LLC,SOMERSET AUTO SALES LLC,SOMERSET AUTO SALES LLC,,,145 SOUTH HIGHWAY 27 SOMERSET KY 42501,42501 SOMERSET KY
Settlement,2025-03-18,536.12,717200081882,RUSSELLVILLE,"Duff, T",SHOEMAKE TRUCK REPAIR,SHOEMAKE TRUCK REPAIR,SHOEMAKE TRUCK REPAIR,,,302 HANCOCK LAKE ROAD RUSSELLVILLE KY 42276,42276 RUSSELLVILLE KY
Settlement,2025-03-12,1500.0,717200086881,FRANKLIN,"Duff, T",GILBERT MONUMENT COMPANY,GILBERT MONUMENT COMPANY,GILBERT MONUMENT COMPANY,36.722464067276,-86.581872534769,325 WEST CEDAR STREET FRANKLIN KY 42134,42134 FRANKLIN KY
Settlement,2025-03-22,133.75,717200147881,SULLIVAN,"Ramirez, A",HOOSIER SPORTS CARDS,HOOSIER SPORTS CARDS,HOOSIER SPORTS CARDS,39.095649025987,-87.408302740237,19 N. COURT STREET SULLIVAN IN 47882,47882 SULLIVAN IN
Settlement,2025-03-05,2146.46,717200110889,ALBUQUERQUE,"Bugg, S",LOBOS MOVING,LOBOS MOVING,LOBOS MOVING,,,1115 FIQUEROA NE ALBUQUERQUE NM 87123,87123 ALBUQUERQUE NM
Settlement,2025-02-25,2.19,717200103884,VERONA,"Black, S",TUCKERS AUTO BODY,TUCKERS AUTO BODY,TUCKERS AUTO BODY,,,2746 VERONA-MUDLICK ROAD VERONA KY 41092,41092 VERONA KY
Settlement,2025-03-18,701.03,717200040888,FARMERS BRANCH,"Bugg, S",CRETEX CONCRETE INC,CRETEX CONCRETE INC,CRETEX CONCRETE INC,32.911681311501,-96.887987203503,2665 VILLA CREEK DRIVE FARMERS BRANCH TX 75234,75234 FARMERS BRANCH TX
Settlement,2025-03-31,438.14,717200096880,NOBLESVILLE,SkyUnassigned,COLT MOVING,COLT MOVING,COLT MOVING,40.035829186909,-86.079404521825,17080 BITTNER WAY NOBLESVILLE IN 46062,46062 NOBLESVILLE IN
Settlement,2025-04-05,180.69,717200128881,COLUMBIA,"Duff, T",D D TOWING AND RECOVERY,D D TOWING AND RECOVERY,D D TOWING AND RECOVERY,35.578277235296,-87.046051166449,2643 LEAH DRIVE COLUMBIA TN 38401,38401 COLUMBIA TN
Settlement,2025-03-22,268.46,717200067881,GREENVILLE,"Traynor, T",VETERAN EXEC. TRANSPORT,VETERAN EXEC. TRANSPORT,VETERAN EXEC. TRANSPORT,,,8600 US 150 GREENVILLE IN 47124,47124 GREENVILLE IN
Settlement,2025-03-14,151.14,717200118882,CINCINNATI,"Black, S",ECONOMY SHINGLE SALES,ECONOMY SHINGLE SALES,ECONOMY SHINGLE SALES,39.145058231726,-84.54149785695,3411 SPRING GROVE AVENUE CINCINNATI OH 45225,45225 CINCINNATI OH
Settlement,2025-03-24,16584.15,717160012885,KNOXVILLE,"Ely, E",KNOX RAIL SALVAGE MAGNOL,KNOX RAIL SALVAGE MAGNOL,OLD CITY KITCHENS,35.972275584595,-83.918388047723,218 EAST DEPOT AVENUE KNOXVILLE TN 37917,37917 KNOXVILLE TN
Settlement,2025-04-04,371.71,717200067881,GREENVILLE,"Traynor, T",VETERAN EXEC. TRANSPORT,VETERAN EXEC. TRANSPORT,VETERAN EXEC. TRANSPORT,,,8600 US 150 GREENVILLE IN 47124,47124 GREENVILLE IN
Settlement,2025-03-14,201.56,717200118882,CINCINNATI,"Black, S",ECONOMY SHINGLE SALES,ECONOMY SHINGLE SALES,ECONOMY SHINGLE SALES,39.145058231726,-84.54149785695,3411 SPRING GROVE AVENUE CINCINNATI OH 45225,45225 CINCINNATI OH
Settlement,2025-03-04,900.02,717200110889,ALBUQUERQUE,"Bugg, S",LOBOS MOVING,LOBOS MOVING,LOBOS MOVING,,,1115 FIQUEROA NE ALBUQUERQUE NM 87123,87123 ALBUQUERQUE NM
Settlement,2025-03-14,15726.19,717200158888,HOUSTON,"Simmons, M",ONGRADE MATERIALS,ONGRADE MATERIALS,ONGRADE MATERIALS,29.924789380047,-95.47034255622,13202 ANN LOUISE ROAD HOUSTON TX 77086,77086 HOUSTON TX
Settlement,2025-01-23,441.39,717200040888,FARMERS BRANCH,"Bugg, S",CRETEX CONCRETE INC,CRETEX CONCRETE INC,CRETEX CONCRETE INC,32.911681311501,-96.887987203503,2665 VILLA CREEK DRIVE FARMERS BRANCH TX 75234,75234 FARMERS BRANCH TX
Settlement,2025-03-30,153.85,717200110889,ALBUQUERQUE,"Bugg, S",LOBOS MOVING,LOBOS MOVING,LOBOS MOVING,,,1115 FIQUEROA NE ALBUQUERQUE NM 87123,87123 ALBUQUERQUE NM
Settlement,2025-02-26,540.54,717200058880,SPRINGFIELD,"Lawhon, H",JONATHAN BUCK,JONATHAN BUCK,JONATHAN BUCK,,,3831 OLD STATE HIGHWAY 11 SPRINGFIELD TN 37172,37172 SPRINGFIELD TN
Settlement,2025-03-16,854.12,717200096880,NOBLESVILLE,SkyUnassigned,COLT MOVING,COLT MOVING,COLT MOVING,40.035829186909,-86.079404521825,17080 BITTNER WAY NOBLESVILLE IN 46062,46062 NOBLESVILLE IN
Settlement,2025-03-04,455.46,717200096880,NOBLESVILLE,SkyUnassigned,COLT MOVING,COLT MOVING,COLT MOVING,40.035829186909,-86.079404521825,17080 BITTNER WAY NOBLESVILLE IN 46062,46062 NOBLESVILLE IN
Settlement,2025-04-03,1.03,717200153889,SHAWNEE,"Gibson, D",VAN EATON READY MIX,VAN EATON READY MIX,VAN EATON READY MIX,,,8 TIMBER POND SHAWNEE OK 74804,74804 SHAWNEE OK
Settlement,2025-03-11,258.13,717200099884,PERRY,"Traynor, T",AESTHETIC NURSE,AESTHETIC NURSE,AESTHETIC NURSE,39.431203722372,-91.674823945624,109 EAST MAIN STREET PERRY MO 63462,63462 PERRY MO
Settlement,2025-03-13,396.62,717200037884,LAFAYETTE,"Duff, T",SHOCKLEYS AUTO BODY,SHOCKLEYS AUTO BODY,SHOCKLEYS AUTO BODY,,,2744 HIGHWAY 52 WEST LAFAYETTE TN 37083,37083 LAFAYETTE TN
Settlement,2025-03-26,1788.75,717200078888,SPRINGFIELD,"Traynor, T",ALL AMERICAN READY MIX,ALL AMERICAN READY MIX,ALL AMERICAN READY MIX,39.829427073054,-89.679478601429,2 BUECKER LANE SPRINGFIELD IL 62707,62707 SPRINGFIELD IL
Settlement,2025-04-04,35.02,717200102886,FLEMINGSBURG,"Bugg, S",A & H WHOLESALE FLEMINGB,A & H WHOLESALE FLEMINGB,A & H WHOLESALE FLEMINGB,38.416682053105,-83.72566436939,395 WEST WATER STREET FLEMINGSBURG KY 41041,41041 FLEMINGSBURG KY
Settlement,2025-03-09,180.69,717200128881,COLUMBIA,"Duff, T",D D TOWING AND RECOVERY,D D TOWING AND RECOVERY,D D TOWING AND RECOVERY,35.578277235296,-87.046051166449,2643 LEAH DRIVE COLUMBIA TN 38401,38401 COLUMBIA TN
Settlement,2025-03-20,2423.28,717200118882,CINCINNATI,"Black, S",ECONOMY SHINGLE SALES,ECONOMY SHINGLE SALES,ECONOMY SHINGLE SALES,39.145058231726,-84.54149785695,3411 SPRING GROVE AVENUE CINCINNATI OH 45225,45225 CINCINNATI OH
Settlement,2025-02-25,317.29,717200037884,LAFAYETTE,"Duff, T",SHOCKLEYS AUTO BODY,SHOCKLEYS AUTO BODY,SHOCKLEYS AUTO BODY,,,2744 HIGHWAY 52 WEST LAFAYETTE TN 37083,37083 LAFAYETTE TN
Settlement,2025-02-24,1178.66,717200040888,FARMERS BRANCH,"Bugg, S",CRETEX CONCRETE INC,CRETEX CONCRETE INC,CRETEX CONCRETE INC,32.911681311501,-96.887987203503,2665 VILLA CREEK DRIVE FARMERS BRANCH TX 75234,75234 FARMERS BRANCH TX
Settlement,2025-02-10,1.03,717200059888,CLARKSVILLE,"Duff, T",SCREAMING EAGLE,SCREAMING EAGLE,SCREAMING EAGLE,36.574902153839,-87.248882439434,1040 INTERNATIONAL BOULEVARD CLARKSVILLE TN 37040,37040 CLARKSVILLE TN
Settlement,2025-03-19,3267.34,717200118882,CINCINNATI,"Black, S",ECONOMY SHINGLE SALES,ECONOMY SHINGLE SALES,ECONOMY SHINGLE SALES,39.145058231726,-84.54149785695,3411 SPRING GROVE AVENUE CINCINNATI OH 45225,45225 CINCINNATI OH
Settlement,2025-03-29,64.2,717200147881,SULLIVAN,"Ramirez, A",HOOSIER SPORTS CARDS,HOOSIER SPORTS CARDS,HOOSIER SPORTS CARDS,39.095649025987,-87.408302740237,19 N. COURT STREET SULLIVAN IN 47882,47882 SULLIVAN IN
